mics,hemisphere,network,label,t1_gradient1_SalVentAttn,quantile_idx
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1067.0,LH,SomMot,7Networks_LH_SomMot_36,,
1196.0,LH,Default,7Networks_LH_Default_pCunPCC_7,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1129.0,LH,Cont,7Networks_LH_Cont_Par_3,,
1024.0,LH,Vis,7Networks_LH_Vis_24,,
1000.0,,medial_wall,medial_wall,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1036.0,LH,SomMot,7Networks_LH_SomMot_5,,
1133.0,LH,Cont,7Networks_LH_Cont_Temp_1,,
1004.0,LH,Vis,7Networks_LH_Vis_4,,
1125.0,LH,Limbic,7Networks_LH_Limbic_TempPole_7,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1036.0,LH,SomMot,7Networks_LH_SomMot_5,,
1036.0,LH,SomMot,7Networks_LH_SomMot_5,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.38589437243749614,1.0
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.27562724865184074,1.0
1102.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_6,0.3993903729650936,1.0
1102.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_6,0.30931983621963166,1.0
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1036.0,LH,SomMot,7Networks_LH_SomMot_5,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1139.0,LH,Cont,7Networks_LH_Cont_PFCl_5,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1141.0,LH,Cont,7Networks_LH_Cont_PFCl_7,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.2472429822769988,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1140.0,LH,Cont,7Networks_LH_Cont_PFCl_6,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1136.0,LH,Cont,7Networks_LH_Cont_PFCl_2,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.8299939616705694,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.6720470203422051,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.052821969599759155,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.02048509875404969,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1043.0,LH,SomMot,7Networks_LH_SomMot_12,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1090.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_1,,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,0.17515499992212957,1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.5569654455415347,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.7282040605516465,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.20170219725520955,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.354513291294974,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.13837466043347169,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,0.39312920286104003,1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.14728299442872717,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.6333319175236631,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.7156382601008543,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.46992778397176105,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.33410157768949855,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,0.5026710965999743,1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.03160526870568314,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.5946112560064378,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.6462123380660235,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.15775634496367064,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.32169903216353135,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,-0.18795675228994202,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,-0.011332357509840518,
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.43601344781689866,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.5339403284513766,-1.0
1105.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_9,-0.13663924547420447,
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,-0.007702332510367893,
1175.0,LH,Default,7Networks_LH_Default_PFC_10,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.09642837414418848,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.2609491417233245,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.1666585295426133,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.27653101204435515,1.0
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.5851804606188664,1.0
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.4797314077452852,1.0
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.3327823987689691,1.0
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.1446743919315132,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.13954983754221595,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.5171730869046387,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.631408766175954,1.0
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.6328133965985365,1.0
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.429496867149455,1.0
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.14523762747528934,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.11595599168764847,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.624221244296582,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.36463818599753894,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.6116433827413184,1.0
1103.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_7,0.13965719125634934,1.0
1040.0,LH,SomMot,7Networks_LH_SomMot_9,,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.15260749645340077,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.45637997783447726,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.4036966575096259,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.6891135888105693,1.0
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.5760272127543686,1.0
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.11720464271464204,
1104.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_FrOperIns_8,0.6492213952126258,1.0
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1035.0,LH,SomMot,7Networks_LH_SomMot_4,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1039.0,LH,SomMot,7Networks_LH_SomMot_8,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1086.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_1,,
1086.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_1,,
1086.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_1,,
1086.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_1,,
1086.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_1,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1089.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_4,,
1089.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_4,,
1089.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_4,,
1089.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_4,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1183.0,LH,Default,7Networks_LH_Default_PFC_18,,
1183.0,LH,Default,7Networks_LH_Default_PFC_18,,
1183.0,LH,Default,7Networks_LH_Default_PFC_18,,
1183.0,LH,Default,7Networks_LH_Default_PFC_18,,
1184.0,LH,Default,7Networks_LH_Default_PFC_19,,
1179.0,LH,Default,7Networks_LH_Default_PFC_14,,
1179.0,LH,Default,7Networks_LH_Default_PFC_14,,
1179.0,LH,Default,7Networks_LH_Default_PFC_14,,
1180.0,LH,Default,7Networks_LH_Default_PFC_15,,
1180.0,LH,Default,7Networks_LH_Default_PFC_15,,
1180.0,LH,Default,7Networks_LH_Default_PFC_15,,
1180.0,LH,Default,7Networks_LH_Default_PFC_15,,
1180.0,LH,Default,7Networks_LH_Default_PFC_15,,
1106.0,LH,SalVentAttn,7Networks_LH_SalVentAttn_PFCl_1,-0.3073690876833567,
1138.0,LH,Cont,7Networks_LH_Cont_PFCl_4,,
1138.0,LH,Cont,7Networks_LH_Cont_PFCl_4,,
1138.0,LH,Cont,7Networks_LH_Cont_PFCl_4,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1137.0,LH,Cont,7Networks_LH_Cont_PFCl_3,,
1047.0,LH,SomMot,7Networks_LH_SomMot_16,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1086.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_1,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1087.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_2,,
1089.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_4,,
1089.0,LH,DorsAttn,7Networks_LH_DorsAttn_FEF_4,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1091.0,LH,DorsAttn,7Networks_LH_DorsAttn_PrCv_2,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1182.0,LH,Default,7Networks_LH_Default_PFC_17,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1182.0,LH,Default,7Networks_LH_Default_PFC_17,,
1182.0,LH,Default,7Networks_LH_Default_PFC_17,,
1182.0,LH,Default,7Networks_LH_Default_PFC_17,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1186.0,LH,Default,7Networks_LH_Default_PFC_21,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1187.0,LH,Default,7Networks_LH_Default_PFC_22,,
1184.0,LH,Default,7Networks_LH_Default_PFC_19,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1188.0,LH,Default,7Networks_LH_Default_PFC_23,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1185.0,LH,Default,7Networks_LH_Default_PFC_20,,
1182.0,LH,Default,7Networks_LH_Default_PFC_17,,
